10
20
50
3.7507105
0.4523625	0.40467268	0.83315474	0.7824389	0.7993383	0.5205764	0.956171	0.24762513	0.88491124	0.3446189
0.	0.73881346	0.32004428	0.44684574	0.67202216	0.070859246	0.82551605	0.29860917	0.2170353	0.7284934
0.	0.	0.568011	0.6376845	0.4116073	0.75314426	0.46800038	0.9375506 	0.20676553	0.04765369 
0.	0.	0.	0.6773278	0.55949956	0.21301791	0.87250143	0.50890994	0.24606359	0.8296403
0.	0.	0.	0.	0.5437379	0.7770127	0.30060774	0.4805589	0.64890075	0.8665791
0.	0.	0.	0.	0.	0.49183804	0.89074016	0.01980419	0.5292025	0.18297797
0.	0.	0.	0.	0.	0.	0.25975093	0.4690806	0.16771379	0.35887146
0.	0.	0.	0.	0.	0.	0.	0.93764335	0.23369238	0.38195595
0.	0.	0.	0.	0.	0.	0.	0.	0.37878948	0.3119114
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.74046135
0.672579	0.8595426	0.75366503	0.8229993	0.73738587	0.70131165	0.5096577	0.96831983	0.6154588	0.86050063
